City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
luderitz,-26.6481,15.1594,291.38,71,0,9.22,NA,1616097882
mudu,31.252,120.5118,287.04,92,100,2.92,CN,1616097882
nchelenge,-9.3451,28.734,295.61,83,82,2.08,ZM,1616097883
barreirinhas,-2.7469,-42.8264,300.22,78,100,3.39,BR,1616097883
mendi,-6.1761,143.6513,285.76,97,100,0.52,PG,1616097884
vila velha,-20.3297,-40.2925,300.15,78,20,6.17,BR,1616097884
tolosa,43.6043,1.4437,280.15,65,0,4.12,FR,1616097885
hornepayne,49.2138,-84.7705,269.8,55,0,2.24,CA,1616097885
kutiyana,21.6233,69.9817,293.37,85,0,2.05,IN,1616097613
george town,5.4112,100.3354,301.48,78,20,2.57,MY,1616097684
blatna,49.4249,13.8818,272.04,99,100,0.56,CZ,1616097886
le port,-20.9373,55.2919,298.15,69,0,5.14,RE,1616097886
puga,21.5833,-104.8167,303.15,37,1,5.14,MX,1616097887
ossora,59.2353,163.0719,264.78,94,100,6.2,RU,1616097887
baft,29.234,56.6057,287.53,35,100,5.87,IR,1616097887
clovis,36.8252,-119.7029,294.82,37,75,2.06,US,1616097888
tuatapere,-46.1333,167.6833,284.26,96,91,0.89,NZ,1616097888
bathsheba,13.2167,-59.5167,301.15,54,20,7.2,BB,1616097889
zhanaozen,43.3,52.8,279.04,85,99,8.36,KZ,1616097889
vinh,18.6667,105.6667,295.36,95,17,0.9,VN,1616097890
marabba,12.35,32.1833,304.14,39,99,7.37,SD,1616097890
mount gambier,-37.8333,140.7667,287.15,94,90,2.57,AU,1616097890
altoona,40.5187,-78.3947,280.37,92,100,1.34,US,1616097891
ixtapa,20.7,-105.2,296.15,64,1,5.14,MX,1616097611
nigran,42.1415,-8.8066,285.15,54,0,6.17,ES,1616097891
pedernales,18.0384,-71.744,301.65,54,0,0.87,DO,1616097892
souillac,-20.5167,57.5167,299.15,73,20,1.54,MU,1616097892
waddan,29.1614,16.139,293.27,27,60,8.22,LY,1616097893
torrington,41.8007,-73.1212,279.26,99,100,0.47,US,1616097891
kushima,31.4583,131.2333,288.15,87,100,1.79,JP,1616097893
faanui,-16.4833,-151.75,301.07,67,7,3.19,PF,1616097894
srandakan,-7.9386,110.2506,296.92,86,100,1.53,ID,1616097894
kotelnich,58.3089,48.348,263.57,97,13,0.96,RU,1616097894
benghazi,32.1167,20.0667,288.52,55,70,2.35,LY,1616097895
itarema,-2.9248,-39.9167,300.7,74,91,4.24,BR,1616097895
sao miguel do araguaia,-13.275,-50.1628,299.14,83,100,2.03,BR,1616097896
bloomfield,40.8068,-74.1854,280.37,93,90,3.09,US,1616097873
banda aceh,5.5577,95.3222,299.45,79,98,1.19,ID,1616097896
coari,-4.085,-63.1414,298.16,95,99,0.91,BR,1616097665
usinsk,65.9939,57.5281,262.87,93,100,6.82,RU,1616097897
saint-joseph,-21.3667,55.6167,298.15,73,40,3.09,RE,1616097897
moerai,-22.4333,-151.3333,299.28,76,11,8.22,PF,1616097898
maragogi,-9.0122,-35.2225,300.47,71,41,4.15,BR,1616097899
scarborough,54.2797,-0.4044,279.82,94,100,3.58,GB,1616097656
belyy yar,53.6039,91.3903,260.15,85,100,1.0,RU,1616097899
xiaoshi,41.2971,124.1209,271.15,59,0,2.0,CN,1616097900
mlowo,-9.0,32.9833,289.14,87,99,1.17,TZ,1616097900
maceio,-9.6658,-35.7353,301.15,65,75,5.66,BR,1616097892
garowe,8.4054,48.4845,295.01,83,0,5.08,SO,1616097901
aksu,41.1231,80.2644,273.93,78,0,1.56,CN,1616097901
olafsvik,64.8945,-23.7142,278.75,90,100,3.83,IS,1616097902
bangkalan,-7.0455,112.7351,297.15,88,20,3.09,ID,1616097902
tingi,-11.3,35.0333,291.66,95,96,0.74,TZ,1616097903
mulchen,-37.7167,-72.2333,296.15,46,20,1.03,CL,1616097903
lufkin,31.3382,-94.7291,289.15,41,1,4.63,US,1616097904
ginir,7.1333,40.7,289.55,82,82,1.06,ET,1616097904
mahebourg,-20.4081,57.7,299.15,73,20,1.54,MU,1616097905
oistins,13.0667,-59.5333,301.15,54,20,7.2,BB,1616097845
skelleftea,64.7507,20.9528,268.15,54,0,3.09,SE,1616097905
sambava,-14.2667,50.1667,298.92,86,100,4.97,MG,1616097906
dryden,49.7833,-92.7503,278.15,24,1,1.54,CA,1616097906
aldan,58.6031,125.3894,259.37,92,96,2.4,RU,1616097906
great bend,38.3645,-98.7648,282.59,61,75,10.29,US,1616097907
pokhara,28.2333,83.9833,292.34,25,90,2.82,NP,1616097907
palana,59.1167,159.9667,261.52,81,100,3.08,RU,1616097908
kirakira,-10.4544,161.9205,299.46,83,87,1.54,SB,1616097908
portmore,17.9702,-76.8672,302.59,70,20,9.77,JM,1616097908
itaituba,-4.2761,-55.9836,296.15,100,90,3.09,BR,1616097795
beloha,-25.1667,45.05,297.01,83,0,3.17,MG,1616097909
nelson bay,-32.7167,152.15,294.15,88,75,3.6,AU,1616097909
mardin,37.3131,40.7436,282.15,66,40,5.14,TR,1616097910
narang,31.9132,74.5176,296.15,56,40,2.43,PK,1616097910
matara,5.9485,80.5353,298.67,81,100,0.69,LK,1616097911
muscatine,41.4667,-91.1335,284.15,50,1,12.86,US,1616097911
praya,14.9215,-23.5087,297.15,50,0,3.09,CV,1616097768
murwara,23.85,80.4,298.67,36,60,5.86,IN,1616097912
athabasca,54.7169,-113.2854,281.15,49,0,1.03,CA,1616097912
galle,6.0367,80.217,298.96,80,100,0.69,LK,1616097912
lisala,2.15,21.5167,296.69,70,92,0.68,CD,1616097913
high level,58.5169,-117.136,276.15,56,75,2.06,CA,1616097913
rocky mountain house,52.3668,-114.9188,284.15,35,0,3.09,CA,1616097914
timizart,36.8,4.2667,281.39,85,100,4.33,DZ,1616097914
tsumeb,-19.2333,17.7167,292.15,94,31,1.03,NA,1616097915
tiksi,71.6872,128.8694,249.23,97,100,5.27,RU,1616097915
vostok,46.4856,135.8833,263.18,96,100,1.38,RU,1616097915
la ronge,55.1001,-105.2842,281.15,39,54,3.09,CA,1616097916
ugoofaaru,5.6667,73.0,301.24,72,68,2.99,MV,1616097916
daoukro,7.0591,-3.9631,297.53,90,90,1.67,CI,1616097917
paraiso,9.8383,-83.8656,301.15,51,40,4.63,CR,1616097917
bawku,11.0616,-0.2417,304.45,39,63,2.17,GH,1616097917
micheweni,-4.9667,39.8333,300.19,79,21,3.59,TZ,1616097918
xichang,27.8964,102.2634,284.93,49,53,0.44,CN,1616097918
starokostyantyniv,49.7576,27.2034,272.43,87,99,4.37,UA,1616097919
yerbogachen,61.2767,108.0108,264.26,92,99,4.03,RU,1616097919
santa fe,-31.6333,-60.7,295.37,48,13,0.89,AR,1616097919
kamaishi,39.2667,141.8833,275.76,75,100,2.42,JP,1616097920
stodolishche,54.1859,32.6492,270.77,91,85,2.45,RU,1616097920
plettenberg bay,-34.0527,23.3716,292.64,84,14,5.27,ZA,1616097921
khash,28.2211,61.2158,289.78,38,3,2.0,IR,1616097921
payson,40.0444,-111.7321,288.71,33,75,2.06,US,1616097922
grand-santi,4.25,-54.3833,302.52,60,92,2.37,GF,1616097922
cravo norte,6.3017,-70.2041,306.44,41,100,3.87,CO,1616097923
pemangkat,1.1667,108.9667,297.47,89,100,3.19,ID,1616097923
eureka,40.8021,-124.1637,287.59,87,85,3.58,US,1616097924
warrnambool,-38.3833,142.4833,287.89,93,0,2.66,AU,1616097924
miyang,24.4042,103.4428,287.35,43,8,1.12,CN,1616097925
awbari,26.5921,12.7805,297.91,18,64,9.53,LY,1616097925
malindi,-3.2175,40.1191,301.15,78,20,4.12,KE,1616097926
ilhabela,-23.7781,-45.3581,300.32,85,100,1.58,BR,1616097926
vardo,70.3705,31.1107,270.15,63,75,3.09,NO,1616097926
qeshm,26.9581,56.2719,298.15,64,0,3.09,IR,1616097927
eydhafushi,5.1033,73.0708,301.19,74,7,3.66,MV,1616097927
haines junction,60.7522,-137.5108,271.15,40,100,3.6,CA,1616097928
santa rosa,14.3122,121.1114,301.15,74,20,2.06,PH,1616097750
sur,22.5667,59.5289,299.72,39,0,3.72,OM,1616097928
waverley,-25.7023,28.2591,294.82,77,5,1.03,ZA,1616097929
whitianga,-36.8333,175.7,288.71,77,79,4.77,NZ,1616097929
oussouye,12.485,-16.5469,300.15,83,0,3.09,SN,1616097930
grand gaube,-20.0064,57.6608,297.04,75,20,1.79,MU,1616097930
shumskiy,54.8318,99.1328,263.39,91,99,1.36,RU,1616097931
nebolchi,59.1239,33.3454,268.74,97,100,0.86,RU,1616097931
xiaoshan,30.1675,120.2588,286.15,88,75,2.0,CN,1616097932
zhangye,38.9342,100.4517,274.4,25,100,3.29,CN,1616097932
lasa,46.6166,10.7002,279.15,58,20,2.57,IT,1616097932
auki,-8.7676,160.7034,298.18,83,33,1.45,SB,1616097933
tokur,53.1333,132.9,255.38,96,68,0.85,RU,1616097933
makat,47.6469,53.3463,278.33,75,0,6.19,KZ,1616097934
petauke,-14.2426,31.3253,291.25,94,0,2.31,ZM,1616097934
opuwo,-18.0607,13.84,293.52,89,100,1.5,NA,1616097935
hirara,24.8,125.2833,295.13,82,48,4.09,JP,1616097935
luanda,-8.8368,13.2343,301.15,78,40,4.12,AO,1616097364
krasnogorskoye,52.2953,86.1979,265.21,96,100,2.09,RU,1616097936
balkanabat,39.5108,54.3671,289.5,58,62,6.68,TM,1616097937
rio gallegos,-51.6226,-69.2181,290.15,39,75,8.23,AR,1616097688
trabzon,40.9167,39.8333,284.15,62,75,3.09,TR,1616097937
bac lieu,9.285,105.7244,297.78,88,51,2.91,VN,1616097938
suluq,31.6682,20.2521,288.23,51,70,2.04,LY,1616097938
isla mujeres,21.2311,-86.731,303.15,66,40,7.2,MX,1616097940
comodoro rivadavia,-45.8667,-67.5,299.15,22,0,5.14,AR,1616097940
rassvet,46.8333,40.75,278.01,95,100,2.53,RU,1616097941
muros,42.7762,-9.0603,285.37,51,100,7.73,ES,1616097941
urucara,-2.5364,-57.76,296.84,95,100,1.63,BR,1616097941
hamilton,39.1834,-84.5333,282.59,87,100,1.34,US,1616097715
maragheh,37.3917,46.2398,278.03,50,99,2.54,IR,1616097942
banjar,-8.19,114.9675,300.15,89,40,1.54,ID,1616097943
bandipur,27.9333,84.4167,286.57,32,42,1.39,NP,1616097943
kenai,60.5544,-151.2583,267.15,73,1,2.06,US,1616097944
rapid valley,44.0625,-103.1463,276.48,65,75,8.75,US,1616097944
mwense,-10.3845,28.698,293.07,83,97,1.62,ZM,1616097945
vila franca do campo,37.7167,-25.4333,288.15,72,20,5.14,PT,1616097945
mackay,-21.15,149.2,296.15,94,75,1.54,AU,1616097946
ola,59.5833,151.2833,254.78,55,0,3.44,RU,1616097946
trairi,-3.2778,-39.2689,300.47,74,68,3.61,BR,1616097947
devonport,-41.1667,146.35,288.71,72,64,4.31,AU,1616097947
macroom,51.9,-8.95,283.71,87,75,7.2,IE,1616097948
lannion,48.75,-3.4167,282.15,87,90,3.6,FR,1616097948
irati,-25.4672,-50.6511,301.57,44,0,1.09,BR,1616097948
north bend,43.4065,-124.2243,283.15,81,90,6.69,US,1616097949
takoradi,4.8845,-1.7554,299.0,81,100,3.42,GH,1616097949
sandwick,60.0,-1.25,279.15,100,75,6.17,GB,1616097950
valparaiso,-33.0393,-71.6273,293.15,52,20,3.09,CL,1616097950
passo de camaragibe,-9.2368,-35.4901,301.15,65,75,5.66,BR,1616097951
yeniseysk,58.4497,92.1703,263.68,94,95,2.97,RU,1616097952
birjand,32.8663,59.2211,289.15,21,98,9.26,IR,1616097952
puerto madero,14.7208,-92.4215,306.15,49,40,4.12,MX,1616097952
afikpo,5.8931,7.9374,300.6,72,61,3.15,NG,1616097953
buchanan,5.8808,-10.0467,298.15,94,40,1.47,LR,1616097953
flin flon,54.7682,-101.865,280.15,42,75,5.66,CA,1616097857
karratha,-20.7377,116.8463,299.99,60,0,4.83,AU,1616097954
general roca,-39.0333,-67.5833,293.15,40,0,3.6,AR,1616097954
varkaus,62.3153,27.873,268.15,54,0,4.63,FI,1616097955
police,53.5521,14.5718,274.82,99,99,2.18,PL,1616097955
